ENT,Gpob,Cato_2000_T,Cato_2000_H,Cato_2000_M,Cato_2010_T,Cato_2010_H,Cato_2010_M,Cato_2020_T,Cato_2020_H,Cato_2020_M,Ncat_2000_T,Ncat_2000_H,Ncat_2000_M,Ncat_2010_T,Ncat_2010_H,Ncat_2010_M,Ncat_2020_T,Ncat_2020_H,Ncat_2020_M,Nrel_2000_T,Nrel_2000_H,Nrel_2000_M,Nrel_2010_T,Nrel_2010_H,Nrel_2010_M,Nrel_2020_T,Nrel_2020_H,Nrel_2020_M
Agua,16,0.974750984,0.974855946,0.974667774,0.960133817,0.958577952,0.961295034,0.932606346,0.91918962,0.942792948,0.019457957,0.016238869,0.022009967,0.028854196,0.023809524,0.032619279,0.047057668,0.047575689,0.046664362,0.005791059,0.008905186,0.003322259,0.011011988,0.017612524,0.006085686,0.020335986,0.033234692,0.010542689
Agua,17,0.972996901,0.96841015,0.976420564,0.95959596,0.956769056,0.961725221,0.937640702,0.930881946,0.942282134,0.018813634,0.020196789,0.017781214,0.026230042,0.023511566,0.028277635,0.044349392,0.040641416,0.046895766,0.008189464,0.011393061,0.005798222,0.014173998,0.019719378,0.009997144,0.018009905,0.028476638,0.0108221
Bcal,Total,0.827060657,0.8244792,0.829669682,0.742597316,0.735305708,0.749978682,0.627948557,0.614519188,0.641602022,0.110424092,0.100925767,0.120023851,0.157738388,0.147865958,0.167732345,0.18700093,0.177578598,0.196580494,0.062515251,0.074595034,0.050306467,0.099664296,0.116828334,0.082288973,0.185050513,0.207902215,0.161817484
Bcal,1,0.81710302,0.817428519,0.816766864,0.734311293,0.732695573,0.735976361,0.598357032,0.596584445,0.600196537,0.121127691,0.118770224,0.123562337,0.16933007,0.168858968,0.16981556,0.19069945,0.188624901,0.192852317,0.061769289,0.063801257,0.059670799,0.096358637,0.098445459,0.094208079,0.210943518,0.214790654,0.206951145
Bcal,2,0.812991677,0.811979711,0.814037351,0.737586439,0.734796426,0.74047545,0.616671003,0.612895302,0.620601038,0.128938446,0.125651597,0.132334775,0.177596,0.175721268,0.179537254,0.201800795,0.198896524,0.204823779,0.058069877,0.062368692,0.053627875,0.08481756,0.089482305,0.079987296,0.181528202,0.188208174,0.174575182
Bcal,3,0.815941293,0.809546122,0.822537175,0.726587189,0.720106863,0.733269513,0.613117411,0.607101762,0.619404198,0.110258627,0.105355164,0.115315985,0.162173984,0.156840875,0.167673331,0.192044371,0.184914509,0.19949559,0.07380008,0.085098714,0.06214684,0.111238828,0.123052262,0.099057156,0.194838218,0.207983729,0.181100213
Bcal,4,0.826580333,0.821297953,0.831838799,0.722294913,0.712863614,0.73185219,0.593992208,0.58329429,0.605104573,0.098053133,0.08966962,0.106398693,0.144850451,0.135498052,0.154327774,0.180389949,0.173419632,0.187630303,0.075366534,0.089032427,0.061762508,0.132854635,0.151638334,0.113820035,0.225617842,0.243286077,0.207265124
Bcal,5,0.831458221,0.827733236,0.835258203,0.729829838,0.717802828,0.741938952,0.588473051,0.571453587,0.605929422,0.099024301,0.088702075,0.109554354,0.144184374,0.132716567,0.155730467,0.172864494,0.164179916,0.181772014,0.069517479,0.083564689,0.055187443,0.125985789,0.149480605,0.102330582,0.238662456,0.264366497,0.212298564
Bcal,6,0.828065527,0.824607592,0.831650391,0.73779026,0.728019179,0.747623856,0.595028158,0.575302258,0.61500187,0.106489007,0.095199007,0.118193423,0.153732077,0.141133758,0.166411002,0.177163773,0.167160261,0.187292958,0.065445466,0.080193401,0.050156187,0.108477663,0.130847063,0.085965142,0.227808069,0.257537481,0.197705172
Bcal,7,0.828802526,0.826118317,0.831563199,0.748505569,0.742348145,0.754950339,0.611483596,0.594505025,0.628949497,0.109653668,0.097315557,0.122343254,0.15547459,0.142219019,0.169348755,0.180814395,0.168922353,0.19304777,0.061543807,0.076566125,0.046093547,0.096019841,0.115432836,0.075700905,0.207702009,0.236572621,0.178002733
Bcal,8,0.831785083,0.830791449,0.832786728,0.748800852,0.740664624,0.757390546,0.632324262,0.616585196,0.648410051,0.110486145,0.096919585,0.124162094,0.160341887,0.149375195,0.171919799,0.191266606,0.180255581,0.202520199,0.057728772,0.072288965,0.043051178,0.090857261,0.109960181,0.070689655,0.176409132,0.203159223,0.14906975
Bcal,9,0.837351229,0.835529772,0.839144113,0.753496193,0.746216721,0.760983929,0.650013072,0.635373529,0.665516204,0.109862306,0.094264448,0.12521548,0.159261803,0.14614666,0.172752168,0.193149663,0.180777108,0.206252078,0.052786465,0.070205779,0.035640407,0.087242004,0.107636618,0.066263903,0.156837265,0.183849362,0.128231718
Bcal,10,0.840986639,0.839593767,0.842338329,0.761396803,0.752264736,0.770426353,0.662996293,0.646108259,0.680519265,0.109681398,0.092570952,0.126285946,0.157858868,0.141829072,0.173708713,0.196301532,0.183406152,0.209681738,0.049331963,0.067835281,0.031375726,0.080744329,0.105906192,0.055864934,0.140702174,0.170485589,0.109798997
Bcal,11,0.848423385,0.851159023,0.845827233,0.769057345,0.765267497,0.772724498,0.675357493,0.661658583,0.689199689,0.106672676,0.084853627,0.127379209,0.155592326,0.133411844,0.177054718,0.195772512,0.178906897,0.212814536,0.044903938,0.063987349,0.026793558,0.075350328,0.101320659,0.050220784,0.128869994,0.15943452,0.097985775
Bcal,12,0.848522985,0.85197415,0.845271952,0.775357542,0.768196869,0.781953527,0.692208696,0.677341037,0.706318998,0.108482255,0.085098354,0.130510132,0.151936712,0.13140468,0.170849595,0.192953183,0.176757122,0.208324219,0.04299476,0.062927497,0.024217917,0.072705746,0.100398451,0.047196878,0.114838121,0.145901841,0.085356783
Bcal,13,0.848130696,0.851761063,0.844772022,0.786007438,0.778762853,0.792587418,0.711594433,0.69653205,0.725215148,0.111910224,0.090504451,0.131714013,0.14520511,0.122864545,0.165496194,0.183066095,0.165262548,0.199165609,0.03995908,0.057734486,0.023513965,0.068787453,0.098372601,0.041916388,0.105339472,0.138205403,0.075619243
Bcal,14,0.846388429,0.84783187,0.844994434,0.789367916,0.779025794,0.798714548,0.72868811,0.707413917,0.747618082,0.112921495,0.093730602,0.131454997,0.143136572,0.120167071,0.163895123,0.176379545,0.163607368,0.187744346,0.040690076,0.058437528,0.023550569,0.067495512,0.100807134,0.037390329,0.094932344,0.128978715,0.064637572
Bcal,15,0.855755986,0.859613837,0.852061128,0.794732863,0.787744788,0.80081716,0.743043468,0.72602011,0.75759367,0.108428993,0.090104586,0.125979196,0.142389113,0.117769154,0.163824939,0.169874231,0.151300739,0.185749363,0.035815021,0.050281577,0.021959676,0.062878024,0.094486057,0.035357901,0.087082302,0.122679151,0.056656966
Bcal,16,0.859833165,0.847513812,0.870223672,0.796003845,0.776682581,0.811547516,0.752456343,0.732311321,0.768189869,0.102249747,0.09640884,0.107176142,0.136912936,0.123055598,0.148060959,0.167548431,0.152666909,0.179171095,0.037917088,0.056077348,0.022600186,0.067083219,0.10026182,0.040391525,0.079995227,0.115021771,0.052639036
Bcal,17,0.85400314,0.840300107,0.864761905,0.810399437,0.79666737,0.821218075,0.766163396,0.741065669,0.783442885,0.109033823,0.100035727,0.115238095,0.134787964,0.115798355,0.148556748,0.16066074,0.150561218,0.167614141,0.036963037,0.059664166,0.02,0.054812599,0.087534275,0.030225178,0.073175864,0.108373113,0.048942974
BCS,Total,0.900774628,0.89824446,0.903402545,0.83560238,0.829343406,0.842139389,0.744316122,0.732482363,0.756569713,0.062367685,0.056391696,0.068574547,0.101805081,0.095325786,0.108572199,0.13723674,0.131201067,0.143486543,0.036857687,0.045363845,0.028022908,0.062592539,0.075330808,0.049288412,0.118447139,0.136316569,0.099943744
BCS,1,0.902041002,0.900664319,0.903472576,0.831566588,0.828444827,0.834779945,0.732271441,0.731834676,0.732721415,0.064207464,0.062374604,0.066113403,0.110801744,0.111405046,0.110180741,0.142277579,0.139805883,0.144824023,0.033751534,0.036961077,0.03041402,0.057631667,0.060150127,0.055039314,0.12545098,0.128359442,0.122454562
BCS,2,0.902872075,0.902934434,0.902807468,0.839959871,0.838307687,0.841688274,0.742773368,0.739512422,0.74615431,0.068453839,0.065382852,0.071635552,0.111322316,0.109539055,0.113187842,0.148856771,0.147291558,0.15047958,0.028674086,0.031682714,0.025556981,0.048717813,0.052153258,0.045123884,0.108369861,0.11319602,0.10336611
BCS,3,0.895409922,0.893506613,0.897452323,0.82932726,0.822966996,0.836078007,0.729721045,0.720537223,0.739516792,0.063776177,0.057448567,0.070566205,0.101716889,0.097686288,0.105994944,0.141038393,0.14047259,0.141641895,0.040813901,0.04904482,0.031981471,0.068955851,0.079346717,0.057927049,0.129240563,0.138990186,0.118841313
BCS,4,0.895379042,0.889476917,0.901384749,0.820743013,0.81120214,0.830886274,0.720922204,0.706274373,0.736523976,0.05853054,0.053253319,0.063900375,0.096047145,0.09095469,0.101461126,0.131561173,0.125953088,0.137534484,0.046090417,0.057269763,0.034714876,0.083209843,0.09784317,0.067652601,0.147516623,0.167772539,0.125941539
BCS,5,0.900820246,0.89960951,0.902060029,0.818769658,0.81042735,0.827591193,0.717305171,0.700417596,0.734831394,0.05736721,0.050813109,0.064078554,0.100525382,0.091794872,0.10975742,0.128492353,0.122733253,0.134469247,0.041812544,0.049577381,0.033861416,0.08070496,0.097777778,0.062651386,0.154202476,0.176849151,0.130699359
BCS,6,0.9044712,0.902539771,0.906452167,0.827770985,0.81975578,0.83614635,0.7182776,0.698225023,0.739246093,0.059126109,0.051800167,0.06663995,0.101380997,0.091987191,0.111196911,0.133701772,0.127543941,0.140140866,0.036402691,0.045660061,0.026907883,0.070848018,0.088257029,0.052656738,0.148020629,0.174231036,0.120613041
BCS,7,0.90065267,0.90112202,0.900175131,0.835587023,0.829707003,0.841781203,0.728898283,0.714879143,0.743638435,0.062630614,0.05316843,0.072257897,0.103882537,0.095818093,0.11237785,0.139361587,0.132325938,0.146759083,0.036716715,0.04570955,0.027566972,0.060530439,0.074474905,0.045840947,0.13174013,0.152794919,0.109602481
BCS,8,0.899783098,0.895238846,0.904504505,0.843214252,0.839652449,0.847001284,0.744704176,0.732755496,0.757228229,0.063785347,0.057543749,0.07027027,0.101259458,0.092602918,0.110463393,0.143425757,0.135121774,0.152129607,0.036431555,0.047217405,0.025225225,0.055526291,0.067744633,0.042535323,0.111870067,0.13212273,0.090642164
BCS,9,0.899648173,0.895189716,0.904519198,0.846027172,0.843818793,0.84830387,0.762769909,0.753768844,0.772363898,0.063491204,0.055359735,0.072375127,0.100541081,0.088691924,0.112756808,0.141436421,0.13121578,0.152330322,0.036860622,0.049450549,0.023105674,0.053431747,0.067489283,0.038939322,0.095793669,0.115015375,0.07530578
BCS,10,0.907584631,0.904329897,0.911104504,0.847364083,0.83972912,0.85524878,0.776663354,0.765015084,0.788575702,0.059348664,0.051546392,0.067786532,0.098412357,0.090081828,0.107015371,0.13773659,0.129582229,0.146075819,0.033066705,0.044123711,0.021108964,0.05422356,0.070189052,0.037735849,0.085600055,0.105402688,0.065348478
BCS,11,0.896316637,0.895623512,0.897058824,0.847148707,0.839506173,0.855221275,0.77961825,0.772762277,0.78650482,0.068932866,0.055301227,0.083529412,0.10056926,0.088072324,0.113769381,0.140410247,0.125348024,0.155539688,0.034750497,0.049075261,0.019411765,0.052282033,0.072421503,0.031009344,0.079971502,0.101889698,0.057955492
BCS,12,0.9001221,0.896551724,0.903997963,0.859618248,0.852666667,0.866785812,0.79227785,0.780587884,0.803747895,0.066666667,0.057471264,0.076648841,0.09374577,0.0812,0.106681331,0.129503048,0.118695912,0.140106874,0.033211233,0.045977011,0.019353196,0.046635982,0.066133333,0.026532857,0.078219102,0.100716204,0.056145231
BCS,13,0.907182683,0.901811249,0.912910878,0.861070201,0.854489164,0.867849312,0.787577963,0.773829431,0.80117866,0.060347655,0.051795361,0.069467977,0.090427099,0.077399381,0.10384692,0.132952183,0.121028428,0.144747725,0.032469662,0.046393391,0.017621145,0.0485027,0.068111455,0.028303767,0.079469854,0.10514214,0.054073615
BCS,14,0.907550823,0.898752399,0.916503906,0.871190339,0.856023222,0.886072344,0.811052548,0.787396459,0.833935585,0.061229429,0.059021113,0.063476563,0.088987924,0.082728592,0.095129593,0.117553107,0.114178983,0.120816968,0.031219748,0.042226488,0.020019531,0.039821737,0.061248186,0.018798063,0.071394346,0.098424557,0.045247447
BCS,15,0.909440559,0.890921886,0.927727589,0.884396853,0.870272647,0.898349262,0.822505516,0.811211664,0.833253589,0.059090909,0.0591133,0.059068798,0.079763986,0.074318382,0.085143354,0.114121108,0.099044746,0.1284689,0.031468531,0.049964814,0.013203614,0.035839161,0.055408971,0.016507385,0.063373376,0.08974359,0.038277512
BCS,16,0.920234604,0.906768838,0.931670282,0.883704235,0.869599372,0.895571712,0.833656122,0.806285178,0.856858847,0.059824047,0.061302682,0.05856833,0.082196698,0.080125687,0.083939194,0.111900151,0.112570356,0.111332008,0.019941349,0.03192848,0.009761388,0.034099067,0.050274941,0.020489095,0.054443727,0.081144465,0.031809145
BCS,17,0.935832274,0.926829268,0.942265795,0.898244214,0.875478927,0.914500684,0.860939112,0.827234553,0.886373925,0.048919949,0.044207317,0.052287582,0.068236233,0.074712644,0.063611491,0.096491228,0.107378524,0.088275238,0.015247776,0.028963415,0.005446623,0.033519553,0.049808429,0.021887825,0.042569659,0.065386923,0.025350837
Camp,Total,0.718445876,0.710675143,0.726134016,0.663525668,0.655586829,0.671280056,0.610623243,0.60089553,0.620005631,0.181920277,0.167922127,0.195769644,0.219714901,0.204289646,0.234781766,0.251412476,0.236217832,0.266067726,0.099633847,0.121402731,0.07809634,0.116759431,0.140123525,0.093938177,0.137964281,0.162886638,0.113926643
Camp,1,0.677010727,0.676493595,0.677539492,0.628481498,0.628619038,0.628339515,0.563142473,0.563427719,0.562848573,0.210601117,0.210398944,0.210807838,0.249900812,0.248489898,0.251357308,0.284043462,0.280944018,0.287236943,0.112388156,0.113107461,0.111652669,0.12161769,0.122891064,0.120303177,0.152814064,0.155628263,0.149914483
Camp,2,0.687640421,0.686470369,0.688834779,0.634777629,0.633232704,0.636358955,0.57894934,0.576705515,0.581303725,0.211921527,0.203354454,0.220666565,0.253216263,0.248427673,0.258117677,0.282889316,0.278490272,0.287505117,0.100438051,0.110175177,0.090498656,0.112006108,0.118339623,0.105523368,0.138161344,0.144804213,0.131191158
Camp,3,0.706033026,0.702733766,0.709304534,0.635921725,0.631971273,0.639924718,0.583830604,0.578895335,0.588869704,0.185173579,0.16755603,0.202642933,0.231833479,0.217360079,0.246499373,0.2622828,0.252152874,0.272625847,0.108793395,0.129710204,0.088052533,0.132244796,0.150668648,0.11357591,0.153886596,0.168951791,0.138504449
Camp,4,0.709743357,0.702190011,0.716729816,0.644509024,0.641900564,0.646982565,0.58120496,0.576376769,0.585906654,0.17509274,0.154939341,0.193733605,0.217425549,0.196501311,0.237267508,0.245734421,0.227774347,0.263223951,0.115163903,0.142870648,0.089536578,0.138065427,0.161598125,0.115749927,0.173060619,0.195848884,0.150869395
Camp,5,0.712576521,0.701235016,0.723051632,0.653755833,0.645008785,0.661745397,0.583098437,0.574497258,0.591081418,0.175488777,0.155575736,0.193880632,0.207493367,0.185593356,0.227496863,0.242977161,0.221063757,0.26331557,0.111934702,0.143189248,0.083067736,0.138750801,0.16939786,0.110757739,0.173924402,0.204438985,0.145603012
