ENT,Gpob,Cato_2000_T,Cato_2000_H,Cato_2000_M,Cato_2010_T,Cato_2010_H,Cato_2010_M,Cato_2020_T,Cato_2020_H,Cato_2020_M,Ncat_2000_T,Ncat_2000_H,Ncat_2000_M,Ncat_2010_T,Ncat_2010_H,Ncat_2010_M,Ncat_2020_T,Ncat_2020_H,Ncat_2020_M,Nrel_2000_T,Nrel_2000_H,Nrel_2000_M,Nrel_2010_T,Nrel_2010_H,Nrel_2010_M,Nrel_2020_T,Nrel_2020_H,Nrel_2020_M
Chia,16,0.708358922,0.683173661,0.734124793,0.683987448,0.659880631,0.707947343,0.639113484,0.615752417,0.662288246,0.197475264,0.20698961,0.187741579,0.239923381,0.249529883,0.230375427,0.292566135,0.299232871,0.285952567,0.094165814,0.109836729,0.078133628,0.076089171,0.090589486,0.061677231,0.068320381,0.085014712,0.051759187
Chia,17,0.713657854,0.694497154,0.732163896,0.680649939,0.654818255,0.705247045,0.643854283,0.619572748,0.666416309,0.186055803,0.19192193,0.180390103,0.238194807,0.251585246,0.225444341,0.287124583,0.297286374,0.277682403,0.100286342,0.113580916,0.087446001,0.081155254,0.093596499,0.069308615,0.069021135,0.083140878,0.055901288
Chih,Total,0.855705005,0.854076242,0.857309081,0.803055241,0.798178959,0.807837608,0.731963451,0.722197425,0.741514282,0.092814292,0.084752916,0.100753487,0.12163306,0.113532207,0.129577894,0.136743656,0.129280161,0.144042693,0.051480704,0.061170841,0.041937432,0.075311699,0.088288834,0.062584498,0.131292893,0.148522413,0.114443025
Chih,1,0.846541269,0.846646967,0.846432537,0.787022374,0.785899129,0.788184866,0.70679538,0.706671975,0.706922795,0.097763697,0.095712218,0.099874064,0.131642538,0.130711259,0.132606356,0.139557297,0.138030131,0.141134082,0.055695034,0.057640815,0.053693399,0.081335088,0.083389612,0.079208778,0.153647323,0.155297894,0.151943122
Chih,2,0.847100176,0.84638562,0.847837719,0.797901789,0.795721404,0.80014599,0.716483761,0.715553008,0.717445468,0.103684103,0.101621222,0.105813347,0.133014911,0.131570833,0.134501254,0.14723779,0.144862354,0.149692225,0.049215721,0.051993157,0.046348935,0.0690833,0.072707763,0.065352756,0.13627845,0.139584638,0.132862307
Chih,3,0.843395332,0.838691214,0.848245965,0.794894602,0.791165412,0.798686923,0.712479879,0.706814886,0.718339875,0.094963178,0.090554776,0.099508884,0.123502935,0.118924735,0.128158638,0.140695846,0.137572499,0.143926705,0.06164149,0.07075401,0.05224515,0.081602463,0.089909852,0.073154439,0.146824275,0.155612615,0.13773342
Chih,4,0.845849746,0.840868619,0.850800817,0.788732995,0.781152809,0.796297085,0.703896369,0.692038016,0.715786783,0.086703229,0.079464756,0.093898026,0.11442252,0.108925407,0.11990796,0.129994926,0.124933868,0.135069666,0.067447026,0.079666626,0.055301157,0.096844485,0.109921784,0.083794955,0.166108705,0.183028116,0.149143551
Chih,5,0.855252574,0.85154707,0.858859165,0.787710166,0.778324606,0.796901295,0.70330313,0.689064291,0.717295838,0.085258847,0.076044347,0.094227381,0.114164365,0.104859335,0.123276632,0.126256991,0.119406527,0.132989038,0.05948858,0.072408582,0.046913454,0.098125469,0.116816058,0.079822073,0.17043988,0.191529182,0.149715123
Chih,6,0.855511527,0.852801848,0.858133125,0.787985023,0.780284208,0.795476846,0.707390786,0.691052464,0.723221127,0.089916189,0.080220169,0.099297027,0.121811668,0.111198577,0.132136732,0.130497083,0.123145938,0.137619672,0.054572284,0.066977983,0.042569849,0.090203309,0.108517216,0.072386423,0.162112131,0.185801598,0.139159202
Chih,7,0.861141257,0.858548756,0.863625582,0.80132934,0.794046649,0.808422887,0.71525367,0.702543355,0.7277268,0.090279258,0.081037197,0.099135682,0.12070669,0.109537867,0.131585439,0.135399754,0.125425108,0.145188266,0.048579485,0.060414047,0.037238736,0.07796397,0.096415484,0.059991674,0.149346575,0.172031537,0.127084934
Chih,8,0.861603063,0.861938738,0.861284068,0.809709136,0.803812249,0.815446096,0.727791416,0.716403951,0.738885223,0.093942201,0.081893875,0.105391832,0.121976421,0.111385979,0.132279646,0.143952446,0.133795606,0.153847362,0.044454736,0.056167387,0.0333241,0.068314443,0.084801772,0.052274258,0.128256138,0.149800443,0.107267414
Chih,9,0.862889341,0.862969339,0.862814503,0.816644885,0.812192545,0.820878753,0.749816492,0.73749146,0.761940955,0.096522806,0.082576313,0.10956982,0.120924334,0.10953068,0.13175891,0.139409388,0.129469078,0.149187935,0.040587852,0.054454349,0.027615677,0.06243078,0.078276775,0.047362337,0.11077412,0.133039461,0.08887111
Chih,10,0.869090094,0.872808601,0.865574268,0.820394589,0.819325361,0.821390571,0.762352051,0.752717619,0.771581803,0.094178316,0.076663858,0.110738128,0.122600126,0.106596909,0.137507061,0.140969022,0.129020539,0.152415627,0.03673159,0.05052754,0.023687604,0.057005284,0.07407773,0.041102368,0.096678926,0.118261842,0.07600257
Chih,11,0.876789561,0.880442505,0.873347201,0.825256756,0.822684449,0.827642627,0.775293025,0.764160733,0.785728661,0.090589032,0.074647316,0.105611745,0.123597287,0.108556585,0.137547872,0.139197479,0.128302382,0.149410765,0.032621407,0.04491018,0.021041054,0.051145957,0.068758966,0.034809501,0.085509496,0.107536885,0.064860574
Chih,12,0.879773194,0.885701091,0.874135281,0.835622021,0.836153204,0.835142586,0.784780861,0.777866494,0.790966925,0.090272111,0.071812042,0.107829142,0.116570251,0.097434674,0.133841647,0.139692544,0.12378915,0.153920802,0.029954695,0.042486867,0.018035577,0.047807728,0.066412123,0.031015766,0.075526595,0.098344356,0.055112273
Chih,13,0.884503265,0.887944451,0.881236504,0.846014653,0.846073072,0.845961511,0.79888612,0.791798308,0.805126195,0.087822606,0.072429067,0.102435883,0.109909671,0.092776182,0.125495154,0.136981406,0.121244248,0.15083632,0.027674129,0.039626482,0.016327613,0.044075676,0.061150746,0.028543335,0.064132474,0.086957444,0.044037485
Chih,14,0.886781885,0.889708716,0.884032483,0.85424265,0.854160235,0.854319391,0.81416061,0.808154532,0.819313467,0.08652051,0.072297781,0.099881032,0.103740231,0.088453226,0.117974702,0.127177488,0.111472623,0.140651327,0.026697605,0.037993503,0.016086484,0.042017119,0.057386539,0.027705908,0.058661902,0.080372846,0.040035207
Chih,15,0.889993428,0.892830125,0.887282076,0.860443215,0.857186563,0.863461102,0.824811116,0.816218523,0.832342049,0.083593493,0.069345213,0.09721218,0.101062421,0.087070917,0.114028124,0.121284612,0.108066581,0.132869487,0.026413079,0.037824662,0.015505744,0.038494364,0.05574252,0.022510773,0.053904272,0.075714895,0.034788464
Chih,16,0.889500157,0.888831967,0.890069889,0.866114731,0.86035503,0.870930023,0.833296089,0.828713774,0.837120768,0.083778686,0.073087432,0.092894584,0.098417675,0.088542227,0.106673862,0.117541899,0.107360887,0.126039592,0.026721157,0.038080601,0.017035527,0.035467594,0.051102743,0.022396114,0.049162011,0.063925339,0.036839639
Chih,17,0.891783738,0.888110527,0.894641235,0.865880267,0.860599263,0.869792285,0.835552567,0.826357587,0.842149842,0.079948914,0.070830901,0.087042083,0.097504432,0.088607595,0.104094955,0.112306658,0.101523932,0.12004312,0.028267348,0.041058572,0.018316682,0.036615301,0.050793142,0.02611276,0.052140776,0.07211848,0.037807038
CDMX,Total,0.911212701,0.907034182,0.914980068,0.866662185,0.859560742,0.873082145,0.762101614,0.747223011,0.775651099,0.059747593,0.05692107,0.062295996,0.076091618,0.071637329,0.080118456,0.129298769,0.125817552,0.132469006,0.029039705,0.036044748,0.022723936,0.057246196,0.068801929,0.046799398,0.108599617,0.126959437,0.091879895
CDMX,1,0.917416182,0.91694202,0.917904624,0.877286566,0.876540286,0.87805746,0.761417812,0.760603442,0.76225767,0.058626755,0.058030267,0.059241207,0.078954525,0.078643011,0.079276314,0.138178976,0.137877107,0.138490292,0.023957063,0.025027713,0.02285417,0.043758909,0.044816704,0.042666226,0.100403211,0.101519451,0.099252038
CDMX,2,0.91384159,0.913306673,0.914387452,0.877427092,0.876131008,0.878757749,0.770871363,0.768418563,0.773399772,0.063551022,0.062988979,0.064124565,0.081817545,0.081426415,0.082219108,0.141540121,0.141315899,0.141771256,0.022607388,0.023704347,0.021487983,0.040755363,0.042442577,0.039023143,0.087588516,0.090265538,0.084828973
CDMX,3,0.905341758,0.902059158,0.908474651,0.859495935,0.85368808,0.865341949,0.750673655,0.743368105,0.758250341,0.06317348,0.061457627,0.064811078,0.079720859,0.078223844,0.08122771,0.138263309,0.137876281,0.138664701,0.031484762,0.036483215,0.02671427,0.060783206,0.068088076,0.053430341,0.111063036,0.118755614,0.103084958
CDMX,4,0.905926117,0.900378415,0.911077322,0.84721461,0.837157386,0.857013328,0.729241391,0.71600958,0.742597048,0.05843411,0.055929623,0.0607596,0.075627955,0.071951652,0.079209764,0.130818005,0.128472455,0.133185509,0.035639772,0.043691962,0.028163078,0.077157435,0.090890962,0.063776908,0.139940604,0.155517965,0.124217443
CDMX,5,0.909006922,0.903904458,0.913712184,0.848355997,0.839203162,0.856986101,0.712324095,0.695891873,0.728396428,0.057627953,0.054480049,0.060530808,0.074148203,0.06885418,0.079139876,0.128295934,0.124822833,0.131692969,0.033365124,0.041615493,0.025757008,0.0774958,0.091942658,0.063874023,0.159379971,0.179285295,0.139910602
CDMX,6,0.910777606,0.905580904,0.915461807,0.856261816,0.848564144,0.863303209,0.713111771,0.693130946,0.732204373,0.057699016,0.054853054,0.060264308,0.075405267,0.06929384,0.080995655,0.127200975,0.121967568,0.132201737,0.031523378,0.039566042,0.024273885,0.068332917,0.082142015,0.055701136,0.159687254,0.184901486,0.13559389
CDMX,7,0.908279042,0.903425457,0.912552136,0.866135004,0.859617889,0.871979224,0.730730904,0.710936281,0.749171262,0.05957622,0.05578097,0.062917558,0.075884936,0.069887315,0.081263299,0.129586782,0.124620687,0.134213117,0.032144738,0.040793573,0.024530306,0.057980061,0.070494796,0.046757478,0.139682314,0.164443032,0.116615622
CDMX,8,0.906696959,0.902073098,0.910715731,0.869256775,0.863627499,0.874214434,0.756717136,0.741569592,0.770325359,0.061169838,0.05643778,0.06528265,0.076357801,0.07024448,0.081741755,0.130960991,0.124977501,0.136336428,0.032133203,0.041489122,0.024001619,0.054385424,0.066128021,0.044043811,0.112321873,0.133452907,0.093338213
CDMX,9,0.908031291,0.902927451,0.912377144,0.867554024,0.862173276,0.872145087,0.773125299,0.761294565,0.783576618,0.061288981,0.056522255,0.065347785,0.076840241,0.070072817,0.08261447,0.131461128,0.125386275,0.136827678,0.030679728,0.040550294,0.022275071,0.055605736,0.067753907,0.045240443,0.095413572,0.113319159,0.079595704
CDMX,10,0.910863914,0.905998387,0.915009933,0.866986213,0.859584495,0.873146391,0.784350642,0.773440807,0.79361364,0.06111943,0.056244376,0.065273566,0.076503009,0.069221107,0.082563468,0.131360724,0.124619976,0.137083958,0.028016656,0.037757237,0.019716501,0.056510778,0.071194398,0.044290142,0.084288633,0.101939217,0.069302402
CDMX,11,0.914969405,0.910675381,0.918546263,0.869982386,0.861247388,0.877299319,0.789241404,0.776664661,0.799747917,0.05997737,0.054073091,0.064895548,0.076349403,0.06840885,0.083000863,0.129108472,0.121729609,0.135272717,0.025053226,0.035251528,0.016558189,0.053668211,0.070343762,0.039699818,0.081650123,0.101605731,0.064979366
CDMX,12,0.921061592,0.915621991,0.925272208,0.877176216,0.868773445,0.883930763,0.800225223,0.784553839,0.812799114,0.057678277,0.052708386,0.061525307,0.073656043,0.065406089,0.080287748,0.124380423,0.118423763,0.129159731,0.021260132,0.031669622,0.013202485,0.049167741,0.065820466,0.035781489,0.075394354,0.097022398,0.058041154
CDMX,13,0.924521915,0.91869753,0.92878073,0.885866588,0.875555191,0.893896429,0.810526227,0.79332637,0.824113347,0.057324329,0.053087728,0.06042215,0.070249418,0.062642965,0.076172827,0.121225324,0.115237634,0.125955331,0.018153756,0.028214742,0.010797119,0.043883994,0.061801844,0.029930745,0.068248449,0.091435996,0.049931322
CDMX,14,0.92554609,0.919938611,0.929438322,0.893899854,0.88151549,0.902803079,0.828833275,0.809701071,0.84326136,0.056922133,0.052125774,0.060251354,0.068157991,0.061619574,0.072858514,0.11301932,0.109613227,0.115587942,0.017531777,0.027935615,0.010310324,0.037942155,0.056864936,0.024338407,0.058147404,0.080685702,0.041150698
CDMX,15,0.925988444,0.919536888,0.930459633,0.900054056,0.889043527,0.907581566,0.842334699,0.824917369,0.855129628,0.055930663,0.051016362,0.059336472,0.066414952,0.060066965,0.070754847,0.108239206,0.105389545,0.110332593,0.018080893,0.02944675,0.010203895,0.033530992,0.050889507,0.021663587,0.049426095,0.069693086,0.034537778
CDMX,16,0.929573343,0.918372649,0.936307125,0.902359759,0.889168525,0.910276264,0.858603938,0.835879273,0.873269854,0.052127431,0.049516783,0.053696936,0.065619213,0.061102262,0.068329988,0.097485724,0.097238217,0.097645458,0.018299226,0.032110568,0.009995939,0.032021029,0.049729213,0.021393748,0.043910338,0.06688251,0.029084688
CDMX,17,0.928322538,0.914180234,0.935564854,0.910890948,0.89497452,0.919258582,0.87155188,0.852947604,0.881464231,0.054419119,0.056527265,0.053339532,0.060400577,0.058167958,0.061574316,0.091016133,0.088154947,0.092540572,0.017258342,0.029292501,0.011095614,0.028708475,0.046857522,0.019167102,0.037431987,0.058897449,0.025995197
Dura,Total,0.91227039,0.912618206,0.911940387,0.882033892,0.881286265,0.882753084,0.833771012,0.829471648,0.837938027,0.058396696,0.052252577,0.064226152,0.082429419,0.075673027,0.088928834,0.099954083,0.093596234,0.106116216,0.029332914,0.035129217,0.023833461,0.035536689,0.043040708,0.028318082,0.066274905,0.076932118,0.055945757
Dura,1,0.906707453,0.906478815,0.906942217,0.881541666,0.881296592,0.881795118,0.834207861,0.833991478,0.834433239,0.059725982,0.059328406,0.060134212,0.083512944,0.081953938,0.085125249,0.095353814,0.094862013,0.095866059,0.033566565,0.03419278,0.03292357,0.03494539,0.03674947,0.033079633,0.070438326,0.07114651,0.069700702
Dura,2,0.908250875,0.909164414,0.907315169,0.879628792,0.87850911,0.880786412,0.834649466,0.833860248,0.835469599,0.062087588,0.058851387,0.065402317,0.088005117,0.086390884,0.089674046,0.100712064,0.099033092,0.102456805,0.029661537,0.031984198,0.027282515,0.032366092,0.035100006,0.029539542,0.06463847,0.06710666,0.062073596
Dura,3,0.908612022,0.907100807,0.910096892,0.88034618,0.878935555,0.881784796,0.826995532,0.823519446,0.830583416,0.057918667,0.054545944,0.061232594,0.081193447,0.077732832,0.084722732,0.097706836,0.094460176,0.101057917,0.033469311,0.038353249,0.028670514,0.038460373,0.043331613,0.033492472,0.075297632,0.082020378,0.068358668
Dura,4,0.911944406,0.910389568,0.913348323,0.879426893,0.877433216,0.881346814,0.819790477,0.812325515,0.827265483,0.053464546,0.047934209,0.058458079,0.076859295,0.070930316,0.082568934,0.094533468,0.090732382,0.098339669,0.034591048,0.041676223,0.028193598,0.043713812,0.051636468,0.036084252,0.085676055,0.096942103,0.074394848
Dura,5,0.913033434,0.912051685,0.913900415,0.876905964,0.873802369,0.879817579,0.821520838,0.812790225,0.829878862,0.055717954,0.048388625,0.06219047,0.078018311,0.071044723,0.084560531,0.094658471,0.090114929,0.099008113,0.031248612,0.03955969,0.023909115,0.045075725,0.055152908,0.035621891,0.08382069,0.097094846,0.071113025
Dura,6,0.910799819,0.912710204,0.909130255,0.876312433,0.875328659,0.877214724,0.821997016,0.813189076,0.830391787,0.05882412,0.049350817,0.067103233,0.082493318,0.073893514,0.090380815,0.097601323,0.092494614,0.102468483,0.030376061,0.037938979,0.023766512,0.041194249,0.050777826,0.032404461,0.08040166,0.09431631,0.06713973
Dura,7,0.910294085,0.912553458,0.908281595,0.878943284,0.879484086,0.878442888,0.824954277,0.817529285,0.831945149,0.060898506,0.05049264,0.070167316,0.084694214,0.074028023,0.0945635,0.100793096,0.092356356,0.108736561,0.028807409,0.036953902,0.021551089,0.036362501,0.046487891,0.026993612,0.074252627,0.090114359,0.05931829
Dura,8,0.910313717,0.911506216,0.909237911,0.879484515,0.878887142,0.880026969,0.829693829,0.825266258,0.833863275,0.062990183,0.053743857,0.071331699,0.086697152,0.077502621,0.095046403,0.105735813,0.097846585,0.113165105,0.0266961,0.034749928,0.01943039,0.033818333,0.043610238,0.024926628,0.064570358,0.076887157,0.05297162
Dura,9,0.914330109,0.915282634,0.913453155,0.881642011,0.882786059,0.880619081,0.836815045,0.834807413,0.838697517,0.061332449,0.051464161,0.070417812,0.086990987,0.076833648,0.096072996,0.105461114,0.094704801,0.11554686,0.024337442,0.033253205,0.016129032,0.031367001,0.040380293,0.023307923,0.057723841,0.070487786,0.045755623
Dura,10,0.918294157,0.918629278,0.917980071,0.884055065,0.884601438,0.883562577,0.841085431,0.839665571,0.842364339,0.059204459,0.048881735,0.068879273,0.086335573,0.07478697,0.0967452,0.107459761,0.094885584,0.118785668,0.022501383,0.032488987,0.013140657,0.029609363,0.040611591,0.019692224,0.051454808,0.065448845,0.038849993
Dura,11,0.922425049,0.924255097,0.920668373,0.883528138,0.883759625,0.883312286,0.842645753,0.84099834,0.844133892,0.056325047,0.045060115,0.067138341,0.08650435,0.074062609,0.098105719,0.111161144,0.096934876,0.124011999,0.021249904,0.030684788,0.012193286,0.029967512,0.042177766,0.018581995,0.046193103,0.062066784,0.031854109
Dura,12,0.929214436,0.934698889,0.923939882,0.890066613,0.890282868,0.889867841,0.849026804,0.847682329,0.850245147,0.05264454,0.040520176,0.064304885,0.081870555,0.067803778,0.094800035,0.109052074,0.095238095,0.121570089,0.018141024,0.024780934,0.011755233,0.028062832,0.041913354,0.015332124,0.041921122,0.057079576,0.028184764
Dura,13,0.927483264,0.931909898,0.923175782,0.898938182,0.897160171,0.900644132,0.854578025,0.849606001,0.859124538,0.055292202,0.042482941,0.067756676,0.076538182,0.065826996,0.086815254,0.103757825,0.091230879,0.1152127,0.017224534,0.025607161,0.009067542,0.024523636,0.037012833,0.012540614,0.041664151,0.05916312,0.025662762
Dura,14,0.928099092,0.929659676,0.926545884,0.906551549,0.911014613,0.90224263,0.865588777,0.859735137,0.871004745,0.05245756,0.043233083,0.06163844,0.070357203,0.058105873,0.0821854,0.098553786,0.088644689,0.107721988,0.019443348,0.027107242,0.011815675,0.023091248,0.030879515,0.01557197,0.035857437,0.051620175,0.021273268
Dura,15,0.927935344,0.927812223,0.928061921,0.911120234,0.911296985,0.910945629,0.875345829,0.869782972,0.880693977,0.053356282,0.045910836,0.061010776,0.067942731,0.058446923,0.077323268,0.092623622,0.084108435,0.10081015,0.018708374,0.026276941,0.010927303,0.020937035,0.030256093,0.011731103,0.03203055,0.046108594,0.018495873
Dura,16,0.927762248,0.923771002,0.93134245,0.910209205,0.908453174,0.91181178,0.88942449,0.891180124,0.887847338,0.053847286,0.051337897,0.056098242,0.069539749,0.061031217,0.077304738,0.080653695,0.069937888,0.090280103,0.018390466,0.024891101,0.012559308,0.020251046,0.030515609,0.010883483,0.029921815,0.038881988,0.021872559
Dura,17,0.929124236,0.923008323,0.934266433,0.906686014,0.902527953,0.910216718,0.892722571,0.885321101,0.898802315,0.049558724,0.049643282,0.049487628,0.070431968,0.065386485,0.074716202,0.079202069,0.071592398,0.085452833,0.02131704,0.027348395,0.016245939,0.022882018,0.032085561,0.015067079,0.02807536,0.043086501,0.015744853
Guan,Total,0.971222202,0.970603312,0.971781209,0.949565126,0.947541915,0.951417706,0.910630726,0.904799224,0.91609777,0.021888191,0.021118861,0.022583081,0.036217845,0.035113287,0.037229248,0.055264195,0.054933657,0.055574075,0.006889607,0.008277826,0.00563571,0.014217029,0.017344797,0.011353046,0.034105079,0.040267119,0.028328156
Guan,1,0.97349755,0.97315208,0.973848025,0.955206931,0.954745562,0.955681818,0.922406934,0.921580659,0.923255762,0.020680705,0.020813537,0.020545947,0.034377815,0.034437122,0.03431677,0.050808707,0.050846601,0.050769778,0.005821745,0.006034383,0.005606027,0.010415254,0.010817316,0.010001412,0.026784359,0.02757274,0.025974459
Guan,2,0.972527877,0.972472191,0.972584398,0.953740277,0.953875064,0.953602408,0.921533818,0.920756615,0.922334156,0.021775478,0.021520251,0.02203453,0.036287848,0.035786175,0.036800993,0.053214835,0.053128312,0.053303934,0.005696645,0.006007558,0.005381072,0.009971876,0.010338762,0.009596599,0.025251347,0.026115073,0.02436191
Guan,3,0.972663427,0.972302629,0.972989679,0.950881661,0.949713333,0.95201683,0.913452244,0.909713442,0.917243143,0.020289536,0.019747669,0.020779518,0.035476316,0.034779434,0.036153418,0.053390038,0.053687794,0.053088133,0.007047037,0.007949703,0.006230803,0.013642023,0.015507233,0.011829752,0.033157718,0.036598764,0.029668724
Guan,4,0.972830384,0.972411165,0.973170101,0.948391563,0.944608996,0.951721225,0.904878455,0.89824693,0.911355271,0.020079886,0.01888172,0.021050831,0.034694936,0.034208242,0.035123356,0.053272067,0.053049592,0.053489352,0.00708973,0.008707115,0.005779069,0.016913501,0.021182762,0.013155419,0.041849478,0.048703478,0.035155377
Guan,5,0.971022397,0.97000126,0.971857392,0.948055113,0.944980249,0.950687555,0.899740176,0.889841732,0.908956731,0.021903309,0.020935495,0.022694701,0.035104739,0.033658236,0.036343114,0.054136035,0.054383816,0.053905323,0.007074294,0.009063245,0.005447906,0.016840148,0.021361514,0.012969331,0.04612379,0.055774452,0.037137946
Guan,6,0.969031495,0.968719772,0.969293944,0.947609224,0.945481623,0.949426455,0.899597811,0.889535577,0.908600716,0.023464574,0.022084168,0.024626784,0.036833949,0.034981331,0.038416311,0.054879224,0.054404359,0.055304097,0.007503931,0.00919606,0.006079271,0.015556828,0.019537046,0.012157234,0.045522965,0.056060064,0.036095187
Guan,7,0.967310311,0.966095005,0.968353044,0.946220851,0.944402797,0.947815499,0.902066852,0.893561477,0.909742077,0.024952379,0.02406086,0.025717302,0.038916321,0.036961145,0.040631241,0.056675933,0.05612554,0.057172607,0.00773731,0.009844135,0.005929654,0.014862828,0.018636058,0.011553261,0.041257215,0.050312984,0.033085316
Guan,8,0.966958484,0.965833364,0.967955591,0.94516416,0.942431543,0.947534473,0.906181933,0.899401976,0.912261151,0.02517907,0.024114888,0.026122173,0.039692356,0.038394543,0.040818099,0.057851443,0.056926677,0.05868063,0.007862447,0.010051748,0.005922236,0.015143483,0.019173913,0.011647428,0.035966625,0.043671347,0.029058219
Guan,9,0.96741866,0.966131589,0.968576175,0.943588639,0.940445803,0.946318011,0.907594129,0.902188139,0.912523488,0.024754822,0.023357525,0.026011468,0.040561015,0.038987432,0.041927582,0.059750485,0.058308268,0.061065546,0.007826519,0.010510886,0.005412357,0.015850346,0.020566765,0.011754407,0.032655385,0.039503593,0.026410966
Guan,10,0.968631485,0.966966405,0.97014808,0.944745589,0.941285336,0.947756151,0.909348879,0.90300326,0.914887349,0.023975586,0.023149414,0.024728083,0.03909969,0.037675962,0.040338392,0.060028251,0.058769129,0.061127215,0.007392929,0.009884181,0.005123837,0.016154721,0.021038702,0.011905457,0.030622871,0.038227611,0.023985436
Guan,11,0.970666906,0.969249948,0.971949989,0.945325912,0.942295925,0.948037723,0.910991985,0.905830979,0.915498961,0.022215241,0.020644844,0.023637265,0.038327929,0.035320034,0.041019968,0.060915347,0.058652282,0.062891624,0.007117853,0.010105207,0.004412746,0.016346159,0.022384041,0.010942309,0.028092668,0.035516739,0.021609415
Guan,12,0.971553566,0.970949237,0.972089452,0.946580044,0.942326296,0.950330319,0.913698118,0.906069175,0.920300647,0.02119239,0.018854854,0.023265189,0.037404761,0.035976967,0.038663562,0.059013026,0.059142003,0.058901401,0.007254044,0.010195909,0.004645359,0.016015195,0.021696737,0.011006119,0.027288856,0.034788822,0.020797952
Guan,13,0.972072167,0.971331457,0.97273065,0.950965525,0.946734486,0.95474365,0.916293372,0.907824619,0.92377523,0.0204673,0.018889477,0.021869969,0.033697405,0.031678535,0.035500164,0.058029748,0.057853638,0.058185335,0.007460534,0.009779066,0.005399381,0.01533707,0.021586979,0.009756186,0.02567688,0.034321743,0.018039435
Guan,14,0.972370507,0.970781197,0.973827834,0.956336764,0.951834977,0.960259123,0.91907446,0.909243697,0.927733473,0.020155942,0.019546838,0.020714463,0.029268122,0.027887648,0.030470914,0.05632289,0.058136803,0.05472518,0.007473551,0.009671965,0.005457703,0.014395114,0.020277374,0.009269963,0.024602651,0.032619499,0.017541346
Guan,15,0.973449856,0.972276047,0.974524611,0.958506918,0.955487282,0.961166882,0.92592684,0.916609957,0.93423941,0.01949702,0.018482635,0.020425803,0.028392645,0.026007431,0.030493753,0.053438318,0.05504371,0.052005978,0.007053124,0.009241318,0.005049586,0.013100437,0.018505287,0.008339365,0.020634842,0.028346333,0.013754612
Guan,16,0.975526681,0.972507637,0.97803976,0.959110286,0.953435638,0.96378322,0.933670839,0.925126904,0.940653018,0.017577057,0.018235675,0.017028818,0.027672597,0.02789643,0.027488275,0.04742268,0.050843295,0.044627325,0.006896262,0.009256688,0.004931422,0.013217118,0.018667932,0.008728504,0.01890648,0.024029802,0.014719657
Guan,17,0.977218621,0.976031401,0.978145998,0.962159079,0.957650618,0.965574866,0.941978193,0.934709771,0.947461912,0.016225323,0.015450142,0.016830843,0.025453656,0.023632468,0.026833461,0.043010125,0.045368106,0.041231127,0.006556056,0.008518457,0.005023159,0.012387265,0.018716915,0.007591673,0.015011682,0.019922123,0.011306962
Guer,Total,0.899823563,0.898021659,0.90149225,0.880804745,0.879591456,0.881934221,0.808172368,0.802953345,0.812944193,0.069149997,0.065117515,0.072884351,0.089870262,0.08560105,0.093844563,0.149810229,0.147068984,0.152316588,0.03102644,0.036860826,0.025623399,0.029324993,0.034807494,0.024221215,0.042017402,0.049977671,0.034739219
Guer,1,0.897861214,0.897087369,0.898652215,0.886266492,0.88565874,0.886886881,0.816069233,0.814977227,0.817182253,0.066959099,0.067277953,0.066633175,0.087507748,0.087267145,0.087753354,0.140671396,0.140713826,0.14062815,0.035179688,0.035634678,0.03471461,0.02622576,0.027074115,0.025359765,0.043259371,0.044308948,0.042189597
Guer,2,0.899675616,0.898931104,0.900439526,0.887039493,0.887519606,0.886548251,0.816999434,0.815482918,0.818551105,0.071295675,0.069838582,0.072790734,0.089419127,0.087548123,0.091333504,0.145923634,0.146241445,0.145598456,0.02902871,0.031230314,0.02676974,0.02354138,0.024932271,0.022118245,0.037076931,0.038275637,0.035850438
Guer,3,0.899820694,0.897669201,0.901835157,0.881721074,0.880554656,0.882867907,0.811727638,0.808944991,0.814488064,0.067473292,0.063766671,0.070943837,0.087577733,0.085053824,0.090059262,0.143309876,0.141677232,0.144929483,0.032706014,0.038564128,0.027221007,0.030701193,0.03439152,0.027072831,0.044962485,0.049377777,0.040582453
Guer,4,0.898303928,0.896757904,0.899625326,0.874760174,0.873710696,0.875706515,0.802378907,0.796407768,0.807761879,0.066921867,0.06093529,0.072038634,0.088329275,0.083104042,0.093040998,0.144505654,0.141308417,0.147387959,0.034774205,0.042306807,0.02833604,0.036910551,0.043185263,0.031252488,0.053115438,0.062283815,0.044850162
Guer,5,0.897112905,0.895795081,0.898241944,0.873546072,0.871861425,0.87502804,0.798392799,0.790909706,0.804816426,0.06911432,0.062660156,0.074643894,0.09001675,0.083831954,0.095457459,0.148839917,0.145598633,0.151622295,0.033772775,0.041544763,0.027114161,0.036437178,0.044306622,0.029514501,0.052767284,0.063491661,0.04356128
Guer,6,0.894617854,0.89351635,0.895558824,0.872785157,0.871839454,0.87361338,0.794187406,0.786019425,0.801164985,0.071664823,0.065070739,0.077297876,0.092557403,0.085780338,0.098492582,0.15393576,0.15007485,0.15723398,0.033717323,0.041412911,0.0271433,0.034657439,0.042380208,0.027894038,0.051876835,0.063905725,0.041601036
